productID,storeID,quantile_level,mean_quantile_loss,model_type
1369,6,0.9,0.3272727272727272,empirical_quantile
1369,6,0.95,0.1951048951048952,empirical_quantile
1369,6,0.99,0.056433566433566486,empirical_quantile
682,1,0.5,0.6993006993006993,empirical_quantile
682,1,0.7,0.6846153846153846,empirical_quantile
682,1,0.9,0.39790209790209785,empirical_quantile
682,1,0.95,0.24545454545454562,empirical_quantile
682,1,0.99,0.09769230769230776,empirical_quantile
1671,5,0.5,0.28321678321678323,empirical_quantile
1671,5,0.7,0.4587412587412586,empirical_quantile
1671,5,0.9,0.36923076923076914,empirical_quantile
1671,5,0.95,0.23461538461538475,empirical_quantile
1671,5,0.99,0.06132867132867139,empirical_quantile
2009,1,0.5,0.7832167832167832,empirical_quantile
2009,1,0.7,0.7762237762237763,empirical_quantile
2009,1,0.9,0.5398601398601398,empirical_quantile
2009,1,0.95,0.4094405594405598,empirical_quantile
2009,1,0.99,0.15188811188811202,empirical_quantile
2333,7,0.5,0.16083916083916083,empirical_quantile
2333,7,0.7,0.22517482517482515,empirical_quantile
2333,7,0.9,0.13776223776223775,empirical_quantile
2333,7,0.95,0.09790209790209797,empirical_quantile
2333,7,0.99,0.0337762237762238,empirical_quantile
485,1,0.5,0.038461538461538464,empirical_quantile
485,1,0.7,0.05384615384615384,empirical_quantile
485,1,0.9,0.10629370629370626,empirical_quantile
485,1,0.95,0.060139860139860175,empirical_quantile
485,1,0.99,0.029230769230769265,empirical_quantile
2951,4,0.5,0.027972027972027972,empirical_quantile
2951,4,0.7,0.28321678321678334,empirical_quantile
2951,4,0.9,0.09440559440559437,empirical_quantile
2951,4,0.95,0.09720279720279729,empirical_quantile
2951,4,0.99,0.019440559440559457,empirical_quantile
2406,7,0.5,1.0244755244755244,empirical_quantile
2406,7,0.7,0.9538461538461541,empirical_quantile
2406,7,0.9,0.6062937062937062,empirical_quantile
2406,7,0.95,0.39615384615384647,empirical_quantile
2406,7,0.99,0.12363636363636378,empirical_quantile
1316,1,0.5,0.10839160839160839,empirical_quantile
1316,1,0.7,0.15174825174825174,empirical_quantile
1316,1,0.9,0.13426573426573427,empirical_quantile
1316,1,0.95,0.11713286713286723,empirical_quantile
1316,1,0.99,0.04181818181818184,empirical_quantile
1859,7,0.5,0.3146853146853147,empirical_quantile
1859,7,0.7,0.355944055944056,empirical_quantile
1859,7,0.9,0.22797202797202792,empirical_quantile
1859,7,0.95,0.1674825174825176,empirical_quantile
1859,7,0.99,0.05069930069930074,empirical_quantile
2743,7,0.5,0.3076923076923077,empirical_quantile
2743,7,0.7,0.2692307692307692,empirical_quantile
2743,7,0.9,0.18041958041958037,empirical_quantile
2743,7,0.95,0.11118881118881124,empirical_quantile
2743,7,0.99,0.03384615384615388,empirical_quantile
2107,7,0.5,0.04895104895104895,empirical_quantile
2107,7,0.7,0.06853146853146852,empirical_quantile
2107,7,0.9,0.10419580419580417,empirical_quantile
2107,7,0.95,0.059090909090909124,empirical_quantile
2107,7,0.99,0.01902097902097904,empirical_quantile
3006,1,0.5,0.1048951048951049,empirical_quantile
3006,1,0.7,0.14685314685314685,empirical_quantile
3006,1,0.9,0.10699300699300697,empirical_quantile
3006,1,0.95,0.0674825174825175,empirical_quantile
3006,1,0.99,0.01790209790209792,empirical_quantile
2599,7,0.5,0.4090909090909091,empirical_quantile
2599,7,0.7,0.502097902097902,empirical_quantile
2599,7,0.9,0.344055944055944,empirical_quantile
2599,7,0.95,0.2370629370629372,empirical_quantile
2599,7,0.99,0.09181818181818188,empirical_quantile
1742,7,0.5,0.1048951048951049,empirical_quantile
1742,7,0.7,0.14685314685314682,empirical_quantile
1742,7,0.9,0.10699300699300697,empirical_quantile
1742,7,0.95,0.0674825174825175,empirical_quantile
1742,7,0.99,0.01790209790209792,empirical_quantile
387,7,0.5,0.04895104895104895,empirical_quantile
387,7,0.7,0.06853146853146852,empirical_quantile
387,7,0.9,0.09720279720279716,empirical_quantile
387,7,0.95,0.05209790209790213,empirical_quantile
387,7,0.99,0.01902097902097904,empirical_quantile
2679,7,0.5,0.3811188811188811,empirical_quantile
2679,7,0.7,0.7832167832167833,empirical_quantile
2679,7,0.9,0.8237762237762235,empirical_quantile
2679,7,0.95,0.5618881118881124,empirical_quantile
2679,7,0.99,0.1823776223776225,empirical_quantile
1392,7,0.5,0.0979020979020979,empirical_quantile
1392,7,0.7,0.13706293706293704,empirical_quantile
1392,7,0.9,0.10839160839160837,empirical_quantile
1392,7,0.95,0.0681818181818182,empirical_quantile
1392,7,0.99,0.01804195804195806,empirical_quantile
304,7,0.5,0.17132867132867133,empirical_quantile
304,7,0.7,0.23986013986013985,empirical_quantile
304,7,0.9,0.15664335664335663,empirical_quantile
304,7,0.95,0.12377622377622383,empirical_quantile
304,7,0.99,0.030559440559440577,empirical_quantile
1650,4,0.5,0.045454545454545456,empirical_quantile
1650,4,0.7,0.06363636363636362,empirical_quantile
1650,4,0.9,0.08181818181818183,empirical_quantile
1650,4,0.95,0.08636363636363635,empirical_quantile
1650,4,0.99,0.016083916083916093,empirical_quantile
560,1,0.5,0.1853146853146853,empirical_quantile
560,1,0.7,0.25944055944055944,empirical_quantile
560,1,0.9,0.11188811188811186,empirical_quantile
560,1,0.95,0.0814685314685315,empirical_quantile
560,1,0.99,0.026293706293706316,empirical_quantile
1376,7,0.5,0.07692307692307693,empirical_quantile
1376,7,0.7,0.10769230769230768,empirical_quantile
1376,7,0.9,0.11958041958041954,empirical_quantile
1376,7,0.95,0.09930069930069937,empirical_quantile
1376,7,0.99,0.02846153846153849,empirical_quantile
2344,7,0.5,0.08041958041958042,empirical_quantile
2344,7,0.7,0.29370629370629375,empirical_quantile
2344,7,0.9,0.18391608391608386,empirical_quantile
2344,7,0.95,0.1419580419580421,empirical_quantile
2344,7,0.99,0.04839160839160842,empirical_quantile
1369,3,0.5,1.0314685314685315,empirical_quantile
1369,3,0.7,1.016783216783217,empirical_quantile
1369,3,0.9,0.6461538461538462,empirical_quantile
1369,3,0.95,0.4430069930069931,empirical_quantile
1369,3,0.99,0.1491608391608392,empirical_quantile
1297,7,0.5,0.08041958041958042,empirical_quantile
1297,7,0.7,0.11258741258741257,empirical_quantile
1297,7,0.9,0.10489510489510487,empirical_quantile
1297,7,0.95,0.09195804195804202,empirical_quantile
1297,7,0.99,0.02839160839160842,empirical_quantile
851,7,0.5,0.07342657342657342,empirical_quantile
851,7,0.7,0.10279720279720278,empirical_quantile
851,7,0.9,0.09230769230769227,empirical_quantile
851,7,0.95,0.04965034965034968,empirical_quantile
851,7,0.99,0.018531468531468545,empirical_quantile
1289,7,0.5,4.828671328671328,empirical_quantile
1289,7,0.7,4.590909090909093,empirical_quantile
1289,7,0.9,2.472027972027971,empirical_quantile
1289,7,0.95,1.5360139860139874,empirical_quantile
1289,7,0.99,0.4072027972027975,empirical_quantile
1699,7,0.5,0.2692307692307692,empirical_quantile
1699,7,0.7,0.32027972027972024,empirical_quantile
1699,7,0.9,0.22797202797202804,empirical_quantile
1699,7,0.95,0.1290209790209791,empirical_quantile
1699,7,0.99,0.04559440559440562,empirical_quantile
1851,1,0.5,0.15734265734265734,empirical_quantile
1851,1,0.7,0.22027972027972026,empirical_quantile
1851,1,0.9,0.09650349650349649,empirical_quantile
1851,1,0.95,0.06223776223776226,empirical_quantile
1851,1,0.99,0.016853146853146865,empirical_quantile
1923,2,0.5,0.548951048951049,empirical_quantile
1923,2,0.7,0.516083916083916,empirical_quantile
1923,2,0.9,0.27902097902097894,empirical_quantile
1923,2,0.95,0.2220279720279722,empirical_quantile
1923,2,0.99,0.061608391608391676,empirical_quantile
2315,7,0.5,0.16783216783216784,empirical_quantile
2315,7,0.7,0.23496503496503493,empirical_quantile
2315,7,0.9,0.17132867132867133,empirical_quantile
2315,7,0.95,0.11818181818181822,empirical_quantile
2315,7,0.99,0.040629370629370665,empirical_quantile
457,7,0.5,0.7902097902097902,empirical_quantile
457,7,0.7,0.8496503496503495,empirical_quantile
457,7,0.9,0.5531468531468531,empirical_quantile
457,7,0.95,0.3930069930069931,empirical_quantile
457,7,0.99,0.12958041958041966,empirical_quantile
74,1,0.5,0.08391608391608392,empirical_quantile
74,1,0.7,0.11748251748251747,empirical_quantile
74,1,0.9,0.15104895104895105,empirical_quantile
74,1,0.95,0.15944055944055943,empirical_quantile
74,1,0.99,0.0293006993006993,empirical_quantile
760,1,0.5,0.7447552447552448,empirical_quantile
760,1,0.7,0.7328671328671329,empirical_quantile
760,1,0.9,0.5139860139860137,empirical_quantile
760,1,0.95,0.3534965034965038,empirical_quantile
760,1,0.99,0.10349650349650358,empirical_quantile
1017,7,0.5,0.8251748251748252,empirical_quantile
1017,7,0.7,0.8118881118881118,empirical_quantile
1017,7,0.9,0.4636363636363635,empirical_quantile
1017,7,0.95,0.27482517482517493,empirical_quantile
1017,7,0.99,0.081958041958042,empirical_quantile
1292,1,0.5,0.06993006993006994,empirical_quantile
1292,1,0.7,0.0979020979020979,empirical_quantile
1292,1,0.9,0.10699300699300696,empirical_quantile
1292,1,0.95,0.06398601398601403,empirical_quantile
1292,1,0.99,0.018601398601398617,empirical_quantile
428,9,0.5,0.32867132867132864,empirical_quantile
428,9,0.7,0.46013986013986025,empirical_quantile
428,9,0.9,0.3769230769230769,empirical_quantile
428,9,0.95,0.19405594405594415,empirical_quantile
428,9,0.99,0.0834265734265735,empirical_quantile
1983,7,0.5,0.8706293706293706,empirical_quantile
1983,7,0.7,0.9321678321678323,empirical_quantile
1983,7,0.9,0.4874125874125873,empirical_quantile
1983,7,0.95,0.2902097902097905,empirical_quantile
1983,7,0.99,0.09664335664335673,empirical_quantile
2912,4,0.5,0.16083916083916083,empirical_quantile
2912,4,0.7,0.3013986013986015,empirical_quantile
2912,4,0.9,0.16573426573426572,empirical_quantile
2912,4,0.95,0.09790209790209796,empirical_quantile
2912,4,0.99,0.02678321678321681,empirical_quantile
983,4,0.5,0.7517482517482518,empirical_quantile
983,4,0.7,0.7426573426573426,empirical_quantile
983,4,0.9,0.4195804195804195,empirical_quantile
983,4,0.95,0.2713286713286715,empirical_quantile
983,4,0.99,0.10104895104895112,empirical_quantile
435,4,0.5,0.2692307692307692,empirical_quantile
435,4,0.7,0.2293706293706294,empirical_quantile
435,4,0.9,0.13706293706293704,empirical_quantile
435,4,0.95,0.08706293706293712,empirical_quantile
435,4,0.99,0.024615384615384636,empirical_quantile
1406,7,0.5,0.35664335664335667,empirical_quantile
1406,7,0.7,0.4993006993006993,empirical_quantile
1406,7,0.9,0.3293706293706294,empirical_quantile
1406,7,0.95,0.18321678321678322,empirical_quantile
1406,7,0.99,0.06083916083916086,empirical_quantile
300,7,0.5,0.5034965034965035,empirical_quantile
300,7,0.7,0.39650349650349653,empirical_quantile
300,7,0.9,0.26713286713286705,empirical_quantile
300,7,0.95,0.17657342657342662,empirical_quantile
300,7,0.99,0.07188811188811192,empirical_quantile
577,1,0.5,1.6153846153846154,empirical_quantile
577,1,0.7,2.082517482517483,empirical_quantile
577,1,0.9,1.5405594405594403,empirical_quantile
577,1,0.95,1.0702797202797212,empirical_quantile
577,1,0.99,0.38405594405594434,empirical_quantile
1093,1,0.5,0.8671328671328671,empirical_quantile
1093,1,0.7,0.8797202797202798,empirical_quantile
1093,1,0.9,0.5678321678321677,empirical_quantile
1093,1,0.95,0.4258741258741261,empirical_quantile
1093,1,0.99,0.1737062937062938,empirical_quantile
127,2,0.5,0.1958041958041958,empirical_quantile
127,2,0.7,0.27412587412587414,empirical_quantile
127,2,0.9,0.17972027972027968,empirical_quantile
127,2,0.95,0.14930069930069934,empirical_quantile
127,2,0.99,0.05104895104895106,empirical_quantile
252,7,0.5,0.21678321678321677,empirical_quantile
252,7,0.7,0.3034965034965034,empirical_quantile
252,7,0.9,0.16153846153846155,empirical_quantile
252,7,0.95,0.13321678321678326,empirical_quantile
252,7,0.99,0.036643356643356655,empirical_quantile
2909,1,0.5,0.26573426573426573,empirical_quantile
2909,1,0.7,0.25944055944055944,empirical_quantile
2909,1,0.9,0.16083916083916078,empirical_quantile
2909,1,0.95,0.08741258741258746,empirical_quantile
2909,1,0.99,0.024685314685314704,empirical_quantile
2000,7,0.5,1.167832167832168,empirical_quantile
2000,7,0.7,1.0615384615384613,empirical_quantile
2000,7,0.9,0.7580419580419578,empirical_quantile
2000,7,0.95,0.525524475524476,empirical_quantile
2000,7,0.99,0.18951048951048968,empirical_quantile
391,1,0.5,0.7202797202797203,empirical_quantile
391,1,0.7,0.7251748251748253,empirical_quantile
391,1,0.9,0.44405594405594395,empirical_quantile
391,1,0.95,0.3185314685314687,empirical_quantile
391,1,0.99,0.10468531468531474,empirical_quantile
2066,1,0.5,0.13986013986013987,empirical_quantile
2066,1,0.7,0.1958041958041958,empirical_quantile
2066,1,0.9,0.12797202797202795,empirical_quantile
2066,1,0.95,0.091958041958042,empirical_quantile
2066,1,0.99,0.0311888111888112,empirical_quantile
1030,7,0.5,0.17832167832167833,empirical_quantile
1030,7,0.7,0.24965034965034963,empirical_quantile
1030,7,0.9,0.2041958041958042,empirical_quantile
1030,7,0.95,0.15909090909090914,empirical_quantile
1030,7,0.99,0.06839160839160842,empirical_quantile
482,1,0.5,0.0979020979020979,empirical_quantile
482,1,0.7,0.13706293706293704,empirical_quantile
482,1,0.9,0.12937062937062932,empirical_quantile
482,1,0.95,0.08916083916083921,empirical_quantile
482,1,0.99,0.03202797202797205,empirical_quantile
377,7,0.5,0.4160839160839161,empirical_quantile
377,7,0.7,0.37202797202797194,empirical_quantile
377,7,0.9,0.24965034965034957,empirical_quantile
377,7,0.95,0.1363636363636365,empirical_quantile
377,7,0.99,0.038671328671328706,empirical_quantile
593,1,0.5,1.8531468531468531,empirical_quantile
593,1,0.7,1.7601398601398601,empirical_quantile
593,1,0.9,1.0496503496503495,empirical_quantile
593,1,0.95,0.7216783216783219,empirical_quantile
593,1,0.99,0.23888111888111896,empirical_quantile
1102,7,0.5,0.15034965034965034,empirical_quantile
1102,7,0.7,0.2104895104895105,empirical_quantile
1102,7,0.9,0.16083916083916083,empirical_quantile
1102,7,0.95,0.112937062937063,empirical_quantile
1102,7,0.99,0.033986013986014016,empirical_quantile
271,7,0.5,2.0664335664335662,empirical_quantile
271,7,0.7,1.9041958041958038,empirical_quantile
271,7,0.9,1.167832167832168,empirical_quantile
271,7,0.95,0.725874125874126,empirical_quantile
271,7,0.99,0.26468531468531475,empirical_quantile
1846,1,0.5,1.4825174825174825,empirical_quantile
1846,1,0.7,1.2685314685314686,empirical_quantile
1846,1,0.9,0.6783216783216781,empirical_quantile
1846,1,0.95,0.44615384615384646,empirical_quantile
1846,1,0.99,0.13804195804195815,empirical_quantile
1661,7,0.5,0.8111888111888111,empirical_quantile
1661,7,0.7,0.7496503496503498,empirical_quantile
1661,7,0.9,0.5776223776223774,empirical_quantile
1661,7,0.95,0.3853146853146856,empirical_quantile
1661,7,0.99,0.1356643356643358,empirical_quantile
594,7,0.5,0.06993006993006994,empirical_quantile
594,7,0.7,0.09790209790209789,empirical_quantile
594,7,0.9,0.09999999999999996,empirical_quantile
594,7,0.95,0.09300699300699307,empirical_quantile
594,7,0.99,0.038601398601398634,empirical_quantile
2160,1,0.5,0.2937062937062937,empirical_quantile
2160,1,0.7,0.3195804195804196,empirical_quantile
2160,1,0.9,0.2370629370629371,empirical_quantile
2160,1,0.95,0.09860139860139866,empirical_quantile
2160,1,0.99,0.04209790209790211,empirical_quantile
796,7,0.5,0.03146853146853147,empirical_quantile
796,7,0.7,0.04405594405594405,empirical_quantile
796,7,0.9,0.05664335664335664,empirical_quantile
796,7,0.95,0.0597902097902098,empirical_quantile
796,7,0.99,0.016363636363636372,empirical_quantile
939,7,0.5,0.4020979020979021,empirical_quantile
939,7,0.7,0.47832167832167827,empirical_quantile
939,7,0.9,0.37132867132867137,empirical_quantile
939,7,0.95,0.2776223776223777,empirical_quantile
939,7,0.99,0.13286713286713292,empirical_quantile
2833,1,0.5,0.07692307692307693,empirical_quantile
2833,1,0.7,0.10769230769230768,empirical_quantile
2833,1,0.9,0.09160839160839157,empirical_quantile
2833,1,0.95,0.04930069930069933,empirical_quantile
2833,1,0.99,0.01545454545454546,empirical_quantile
665,1,0.5,0.479020979020979,empirical_quantile
665,1,0.7,0.43216783216783217,empirical_quantile
665,1,0.9,0.4237762237762238,empirical_quantile
665,1,0.95,0.23391608391608398,empirical_quantile
665,1,0.99,0.08335664335664338,empirical_quantile
2935,1,0.5,0.3531468531468531,empirical_quantile
2935,1,0.7,0.3328671328671328,empirical_quantile
2935,1,0.9,0.19230769230769226,empirical_quantile
2935,1,0.95,0.14265734265734278,empirical_quantile
2935,1,0.99,0.046923076923076956,empirical_quantile
1125,7,0.5,0.11538461538461539,empirical_quantile
1125,7,0.7,0.1615384615384615,empirical_quantile
1125,7,0.9,0.09090909090909087,empirical_quantile
1125,7,0.95,0.08846153846153852,empirical_quantile
1125,7,0.99,0.02769230769230772,empirical_quantile
870,7,0.5,2.7237762237762237,empirical_quantile
870,7,0.7,2.7881118881118883,empirical_quantile
870,7,0.9,1.5874125874125873,empirical_quantile
870,7,0.95,0.9937062937062945,empirical_quantile
870,7,0.99,0.30874125874125896,empirical_quantile
1149,7,0.5,0.15734265734265734,empirical_quantile
1149,7,0.7,0.22027972027972023,empirical_quantile
1149,7,0.9,0.12447552447552446,empirical_quantile
1149,7,0.95,0.09020979020979022,empirical_quantile
1149,7,0.99,0.02384615384615386,empirical_quantile
1692,7,0.5,0.9475524475524476,empirical_quantile
1692,7,0.7,1.0132867132867136,empirical_quantile
1692,7,0.9,0.6818181818181818,empirical_quantile
1692,7,0.95,0.4409090909090913,empirical_quantile
1692,7,0.99,0.16818181818181835,empirical_quantile
787,3,0.5,0.4825174825174825,empirical_quantile
787,3,0.7,0.30909090909090914,empirical_quantile
787,3,0.9,0.19370629370629364,empirical_quantile
787,3,0.95,0.1433566433566435,empirical_quantile
787,3,0.99,0.038671328671328706,empirical_quantile
2786,7,0.5,0.26223776223776224,empirical_quantile
2786,7,0.7,0.36713286713286714,empirical_quantile
2786,7,0.9,0.18741258741258743,empirical_quantile
2786,7,0.95,0.11573426573426579,empirical_quantile
2786,7,0.99,0.031748251748251764,empirical_quantile
1209,6,0.5,0.5314685314685315,empirical_quantile
1209,6,0.7,0.44265734265734263,empirical_quantile
1209,6,0.9,0.3034965034965036,empirical_quantile
1209,6,0.95,0.25664335664335675,empirical_quantile
1209,6,0.99,0.09230769230769234,empirical_quantile
1286,7,0.5,0.5209790209790209,empirical_quantile
1286,7,0.7,0.6000000000000001,empirical_quantile
1286,7,0.9,0.4720279720279719,empirical_quantile
1286,7,0.95,0.28601398601398625,empirical_quantile
1286,7,0.99,0.08720279720279726,empirical_quantile
591,6,0.5,3.5594405594405596,empirical_quantile
591,6,0.7,3.5279720279720284,empirical_quantile
591,6,0.9,2.13986013986014,empirical_quantile
591,6,0.95,1.4069930069930083,empirical_quantile
591,6,0.99,0.5216083916083921,empirical_quantile
2226,7,0.5,0.13986013986013987,empirical_quantile
2226,7,0.7,0.19580419580419575,empirical_quantile
2226,7,0.9,0.11398601398601396,empirical_quantile
2226,7,0.95,0.07797202797202799,empirical_quantile
2226,7,0.99,0.024195804195804207,empirical_quantile
1409,1,0.5,0.7167832167832168,empirical_quantile
1409,1,0.7,0.6881118881118882,empirical_quantile
1409,1,0.9,0.38041958041958035,empirical_quantile
1409,1,0.95,0.23321678321678338,empirical_quantile
1409,1,0.99,0.06545454545454552,empirical_quantile
1301,1,0.5,0.03146853146853147,empirical_quantile
1301,1,0.7,0.044055944055944055,empirical_quantile
1301,1,0.9,0.05664335664335664,empirical_quantile
1301,1,0.95,0.046853146853146885,empirical_quantile
1301,1,0.99,0.00937062937062938,empirical_quantile
831,1,0.5,0.5909090909090909,empirical_quantile
831,1,0.7,0.5678321678321678,empirical_quantile
831,1,0.9,0.28461538461538455,empirical_quantile
831,1,0.95,0.18531468531468545,empirical_quantile
831,1,0.99,0.054265734265734306,empirical_quantile
71,7,0.5,0.038461538461538464,empirical_quantile
71,7,0.7,0.05384615384615384,empirical_quantile
71,7,0.9,0.09930069930069928,empirical_quantile
71,7,0.95,0.05314685314685318,empirical_quantile
71,7,0.99,0.01923076923076925,empirical_quantile
2062,1,0.5,0.1888111888111888,empirical_quantile
2062,1,0.7,0.2643356643356643,empirical_quantile
2062,1,0.9,0.19020979020979015,empirical_quantile
2062,1,0.95,0.13111888111888123,empirical_quantile
2062,1,0.99,0.04622377622377626,empirical_quantile
2481,1,0.5,0.6048951048951049,empirical_quantile
2481,1,0.7,0.6265734265734265,empirical_quantile
2481,1,0.9,0.4090909090909091,empirical_quantile
2481,1,0.95,0.2311188811188812,empirical_quantile
2481,1,0.99,0.0636363636363637,empirical_quantile
1077,1,0.5,0.2517482517482518,empirical_quantile
1077,1,0.7,0.3524475524475524,empirical_quantile
1077,1,0.9,0.2034965034965035,empirical_quantile
1077,1,0.95,0.17867132867132868,empirical_quantile
1077,1,0.99,0.0639160839160839,empirical_quantile
2584,7,0.5,0.045454545454545456,empirical_quantile
2584,7,0.7,0.06363636363636363,empirical_quantile
2584,7,0.9,0.08181818181818182,empirical_quantile
2584,7,0.95,0.07342657342657345,empirical_quantile
2584,7,0.99,0.029090909090909122,empirical_quantile
2871,7,0.5,0.7482517482517482,empirical_quantile
2871,7,0.7,0.7391608391608391,empirical_quantile
2871,7,0.9,0.3951048951048951,empirical_quantile
2871,7,0.95,0.2370629370629371,empirical_quantile
2871,7,0.99,0.04503496503496507,empirical_quantile
798,1,0.5,0.2937062937062937,empirical_quantile
798,1,0.7,0.41118881118881123,empirical_quantile
798,1,0.9,0.16713286713286712,empirical_quantile
798,1,0.95,0.14650349650349653,empirical_quantile
798,1,0.99,0.035104895104895104,empirical_quantile
1251,7,0.5,0.2937062937062937,empirical_quantile
1251,7,0.7,0.3965034965034964,empirical_quantile
1251,7,0.9,0.2881118881118881,empirical_quantile
1251,7,0.95,0.19755244755244764,empirical_quantile
1251,7,0.99,0.07510489510489515,empirical_quantile
2040,7,0.5,2.234265734265734,empirical_quantile
2040,7,0.7,2.106993006993007,empirical_quantile
2040,7,0.9,1.3006993006993006,empirical_quantile
2040,7,0.95,0.9660839160839161,empirical_quantile
2040,7,0.99,0.23601398601398602,empirical_quantile
835,1,0.5,0.24125874125874125,empirical_quantile
835,1,0.7,0.3160839160839161,empirical_quantile
835,1,0.9,0.22167832167832166,empirical_quantile
835,1,0.95,0.14580419580419585,empirical_quantile
835,1,0.99,0.0421678321678322,empirical_quantile
2249,7,0.5,0.0944055944055944,empirical_quantile
2249,7,0.7,0.13216783216783215,empirical_quantile
2249,7,0.9,0.15104895104895102,empirical_quantile
2249,7,0.95,0.1104895104895105,empirical_quantile
2249,7,0.99,0.03510489510489514,empirical_quantile
2345,8,0.5,0.03146853146853147,empirical_quantile
2345,8,0.7,0.04405594405594405,empirical_quantile
2345,8,0.9,0.05664335664335665,empirical_quantile
2345,8,0.95,0.046853146853146885,empirical_quantile
2345,8,0.99,0.00937062937062938,empirical_quantile
246,1,0.5,2.199300699300699,empirical_quantile
246,1,0.7,1.8419580419580417,empirical_quantile
246,1,0.9,1.0608391608391607,empirical_quantile
246,1,0.95,0.5919580419580421,empirical_quantile
246,1,0.99,0.11244755244755253,empirical_quantile
2236,7,0.5,0.40559440559440557,empirical_quantile
2236,7,0.7,0.3503496503496503,empirical_quantile
2236,7,0.9,0.2307692307692308,empirical_quantile
2236,7,0.95,0.17132867132867138,empirical_quantile
2236,7,0.99,0.06384615384615386,empirical_quantile
1055,1,0.5,0.6433566433566433,empirical_quantile
1055,1,0.7,0.6230769230769231,empirical_quantile
1055,1,0.9,0.34965034965034963,empirical_quantile
1055,1,0.95,0.22937062937062955,empirical_quantile
1055,1,0.99,0.06167832167832174,empirical_quantile
2646,7,0.5,0.5104895104895105,empirical_quantile
2646,7,0.7,0.44685314685314687,empirical_quantile
2646,7,0.9,0.25594405594405595,empirical_quantile
2646,7,0.95,0.16398601398601412,empirical_quantile
2646,7,0.99,0.055384615384615414,empirical_quantile
2016,1,0.5,0.11538461538461539,empirical_quantile
2016,1,0.7,0.16153846153846152,empirical_quantile
2016,1,0.9,0.11888111888111885,empirical_quantile
2016,1,0.95,0.08041958041958044,empirical_quantile
2016,1,0.99,0.017692307692307705,empirical_quantile
1651,6,0.5,0.6923076923076923,empirical_quantile
1651,6,0.7,0.6958041958041958,empirical_quantile
1651,6,0.9,0.46013986013986014,empirical_quantile
1651,6,0.95,0.3045454545454547,empirical_quantile
1651,6,0.99,0.09489510489510494,empirical_quantile
2056,7,0.5,0.6433566433566433,empirical_quantile
2056,7,0.7,0.6314685314685313,empirical_quantile
2056,7,0.9,0.3615384615384615,empirical_quantile
2056,7,0.95,0.1993006993006994,empirical_quantile
2056,7,0.99,0.05846153846153851,empirical_quantile
2900,1,0.5,0.7167832167832168,empirical_quantile
2900,1,0.7,0.7671328671328672,empirical_quantile
2900,1,0.9,0.48601398601398593,empirical_quantile
2900,1,0.95,0.32447552447552463,empirical_quantile
2900,1,0.99,0.11426573426573432,empirical_quantile
50,7,0.5,0.5314685314685315,empirical_quantile
50,7,0.7,0.5265734265734264,empirical_quantile
50,7,0.9,0.38741258741258744,empirical_quantile
50,7,0.95,0.2367132867132868,empirical_quantile
50,7,0.99,0.07433566433566438,empirical_quantile
1839,4,0.5,0.34265734265734266,empirical_quantile
1839,4,0.7,0.2867132867132867,empirical_quantile
1839,4,0.9,0.18391608391608388,empirical_quantile
1839,4,0.95,0.1209790209790211,empirical_quantile
